step,loss,pred_loss,sigreg_tokens,sigreg_cls,lr,grad_norm,tokens_per_s,mean_std,effective_rank,cos_real,cos_shuffled,cos_gap,ema_momentum,peak_memory_mb,elapsed_s
675,0.040678560733795166,0.03410949558019638,0.06269289553165436,0.06868842989206314,5.774410987576741e-05,0.16739021241664886,3983.1236874670226,0.8739728927612305,110.54143524169922,0.9657797813415527,0.9313955307006836,0.03438425064086914,nan,10402.359375,818.1188048750046
700,0.039502207189798355,0.03377331793308258,0.06006284058094025,0.054514944553375244,4.690780666290881e-05,0.10104887932538986,3782.0904766518897,0.8822146654129028,112.32826232910156,0.9657748341560364,0.9140299558639526,0.05174487829208374,nan,10402.671875,847.4566428329563
725,0.0436226986348629,0.035307541489601135,0.1113409698009491,0.05496218428015709,3.7078783447795306e-05,0.22547924518585205,3639.667602168433,0.8438169956207275,117.9372329711914,0.9640843868255615,0.9366735219955444,0.02741086483001709,nan,10403.421875,877.4767667909618
750,0.04704834893345833,0.0399971604347229,0.08189375698566437,0.0591299943625927,2.8351699097078997e-05,0.21319560706615448,3734.489756344962,0.8409165143966675,117.64533233642578,0.9594681859016418,0.9343984723091125,0.025069713592529297,nan,10403.890625,906.6343346249778
775,0.03829400613903999,0.03295925632119179,0.049079231917858124,0.057615749537944794,2.0810600203766905e-05,0.11380147933959961,3765.8156906444615,0.8978033065795898,112.59661102294922,0.9666023254394531,0.9440010190010071,0.022601306438446045,nan,10404.203125,936.2668232079595
800,0.041788604110479355,0.036465246230363846,0.05303686112165451,0.05343026667833328,1.4528111672585615e-05,0.15546546876430511,3247.209092465854,0.8925185203552246,114.02120208740234,0.9630588293075562,0.9366418719291687,0.02641695737838745,nan,10412.828125,970.6265729579609
825,0.04110266640782356,0.03710893914103508,0.04043971747159958,0.03943479806184769,9.564737302447977e-06,0.1954425424337387,3232.804009029776,0.9164481163024902,110.47256469726562,0.9623230695724487,0.925369143486023,0.03695392608642578,nan,10412.984375,1003.673620165966
850,0.04035172611474991,0.0361672081053257,0.03839520364999771,0.045295119285583496,5.96827710179484e-06,0.10474125295877457,3420.018675330952,0.9065970182418823,112.52801513671875,0.9632100462913513,0.9376875162124634,0.02552253007888794,nan,10413.453125,1036.3840257499833
875,0.04784496873617172,0.04414965957403183,0.040006689727306366,0.03389947861433029,3.7733669483836175e-06,0.6315919756889343,3122.156198197216,0.9100886583328247,109.18692779541016,0.9547886252403259,0.9225170612335205,0.03227156400680542,nan,10413.921875,1072.451166874962
900,0.04589436203241348,0.040846265852451324,0.05906214565038681,0.041899777948856354,3.001145026851622e-06,0.20918190479278564,2542.1097068085382,0.8882954716682434,114.14070892333984,0.9586783647537231,0.9236891269683838,0.034989237785339355,nan,10414.546875,1115.5524378329865
